,Año,Trimestre,Provincia,ADSL,Fibra óptica,adsl trimestre anterior,KPI disminucion ADSL,fibra optica trimestre anterior,KPI aumento Fibra Optica
936,2014,1,Buenos Aires,1567685.0,120960.0,,,,
912,2014,2,Buenos Aires,1568881.0,120008.0,1567685.0,-0.08,120960.0,-0.79
888,2014,3,Buenos Aires,1562533.0,124474.0,1568881.0,0.4,120008.0,3.59
864,2014,4,Buenos Aires,1575978.0,120528.0,1562533.0,-0.86,124474.0,-3.27
840,2015,1,Buenos Aires,1583135.0,134177.0,1575978.0,-0.45,120528.0,10.17
816,2015,2,Buenos Aires,1581770.0,115660.0,1583135.0,0.09,134177.0,-16.01
792,2015,3,Buenos Aires,1585467.0,113590.0,1581770.0,-0.23,115660.0,-1.82
768,2015,4,Buenos Aires,1586343.0,103269.0,1585467.0,-0.06,113590.0,-9.99
744,2016,1,Buenos Aires,1583560.0,111231.0,1586343.0,0.18,103269.0,7.16
720,2016,2,Buenos Aires,1579448.0,113070.0,1583560.0,0.26,111231.0,1.63
696,2016,3,Buenos Aires,1574216.0,113463.0,1579448.0,0.33,113070.0,0.35
672,2016,4,Buenos Aires,1563542.0,118747.0,1574216.0,0.68,113463.0,4.45
648,2017,1,Buenos Aires,1559178.0,118839.0,1563542.0,0.28,118747.0,0.08
624,2017,2,Buenos Aires,1378549.0,119132.0,1559178.0,11.58,118839.0,0.25
600,2017,3,Buenos Aires,1288025.0,124920.0,1378549.0,6.57,119132.0,4.63
576,2017,4,Buenos Aires,1241172.0,131181.0,1288025.0,3.64,124920.0,4.77
552,2018,1,Buenos Aires,1452061.0,133928.0,1241172.0,-16.99,131181.0,2.05
528,2018,2,Buenos Aires,1450203.0,143626.0,1452061.0,0.13,133928.0,6.75
504,2018,3,Buenos Aires,1435856.0,156382.0,1450203.0,0.99,143626.0,8.16
480,2018,4,Buenos Aires,1305576.0,296102.0,1435856.0,9.07,156382.0,47.19
456,2019,1,Buenos Aires,1304507.0,336362.0,1305576.0,0.08,296102.0,11.97
432,2019,2,Buenos Aires,1284658.0,382971.0,1304507.0,1.52,336362.0,12.17
408,2019,3,Buenos Aires,1277249.0,425386.0,1284658.0,0.58,382971.0,9.97
384,2019,4,Buenos Aires,720011.0,669194.0,1277249.0,43.63,425386.0,36.43
360,2020,1,Buenos Aires,673237.0,720688.0,720011.0,6.5,669194.0,7.15
336,2020,2,Buenos Aires,661272.0,723072.0,673237.0,1.78,720688.0,0.33
312,2020,3,Buenos Aires,653930.0,749087.0,661272.0,1.11,723072.0,3.47
288,2020,4,Buenos Aires,635651.0,804991.0,653930.0,2.8,749087.0,6.94
264,2021,1,Buenos Aires,629679.0,821597.0,635651.0,0.94,804991.0,2.02
240,2021,2,Buenos Aires,603255.0,854173.0,629679.0,4.2,821597.0,3.81
216,2021,3,Buenos Aires,585729.0,885613.0,603255.0,2.91,854173.0,3.55
192,2021,4,Buenos Aires,426325.0,1176024.0,585729.0,27.21,885613.0,24.69
168,2022,1,Buenos Aires,392045.0,1242121.0,426325.0,8.04,1176024.0,5.32
144,2022,2,Buenos Aires,350652.0,1399043.0,392045.0,10.56,1242121.0,11.22
120,2022,3,Buenos Aires,339648.0,1436433.0,350652.0,3.14,1399043.0,2.6
96,2022,4,Buenos Aires,325908.0,1499149.0,339648.0,4.05,1436433.0,4.18
72,2023,1,Buenos Aires,304583.0,1551074.0,325908.0,6.54,1499149.0,3.35
48,2023,2,Buenos Aires,265537.0,1645945.0,304583.0,12.82,1551074.0,5.76
24,2023,3,Buenos Aires,237705.0,1740239.0,265537.0,10.48,1645945.0,5.42
0,2023,4,Buenos Aires,223391.0,1784593.0,237705.0,6.02,1740239.0,2.49
937,2014,1,Capital Federal,445569.0,17767.0,,,,
913,2014,2,Capital Federal,447637.0,17729.0,445569.0,-0.46,17767.0,-0.21
889,2014,3,Capital Federal,450155.0,17886.0,447637.0,-0.56,17729.0,0.88
865,2014,4,Capital Federal,455785.0,17155.0,450155.0,-1.25,17886.0,-4.26
841,2015,1,Capital Federal,454934.0,19334.0,455785.0,0.19,17155.0,11.27
817,2015,2,Capital Federal,453178.0,19786.0,454934.0,0.39,19334.0,2.28
793,2015,3,Capital Federal,454815.0,30974.0,453178.0,-0.36,19786.0,36.12
769,2015,4,Capital Federal,455427.0,19818.0,454815.0,-0.13,30974.0,-56.29
745,2016,1,Capital Federal,454425.0,36332.0,455427.0,0.22,19818.0,45.45
721,2016,2,Capital Federal,450644.0,36669.0,454425.0,0.83,36332.0,0.92
697,2016,3,Capital Federal,447726.0,36796.0,450644.0,0.65,36669.0,0.35
673,2016,4,Capital Federal,434835.0,38161.0,447726.0,2.88,36796.0,3.58
649,2017,1,Capital Federal,428801.0,38259.0,434835.0,1.39,38161.0,0.26
625,2017,2,Capital Federal,615262.0,38628.0,428801.0,-43.48,38259.0,0.96
601,2017,3,Capital Federal,583249.0,33481.0,615262.0,5.2,38628.0,-15.37
577,2017,4,Capital Federal,571363.0,36277.0,583249.0,2.04,33481.0,7.71
553,2018,1,Capital Federal,349995.0,35535.0,571363.0,38.74,36277.0,-2.09
529,2018,2,Capital Federal,342431.0,35610.0,349995.0,2.16,35535.0,0.21
505,2018,3,Capital Federal,334353.0,35694.0,342431.0,2.36,35610.0,0.24
481,2018,4,Capital Federal,328253.0,33042.0,334353.0,1.82,35694.0,-8.03
457,2019,1,Capital Federal,328246.0,32281.0,328253.0,0.0,33042.0,-2.36
433,2019,2,Capital Federal,309937.0,36082.0,328246.0,5.58,32281.0,10.53
409,2019,3,Capital Federal,300288.0,24900.0,309937.0,3.11,36082.0,-44.91
385,2019,4,Capital Federal,196938.0,35534.0,300288.0,34.42,24900.0,29.93
361,2020,1,Capital Federal,184494.0,38898.0,196938.0,6.32,35534.0,8.65
337,2020,2,Capital Federal,178896.0,39482.0,184494.0,3.03,38898.0,1.48
313,2020,3,Capital Federal,170375.0,39417.0,178896.0,4.76,39482.0,-0.16
289,2020,4,Capital Federal,163060.0,39890.0,170375.0,4.29,39417.0,1.19
265,2021,1,Capital Federal,159805.0,39980.0,163060.0,2.0,39890.0,0.23
241,2021,2,Capital Federal,148989.0,41318.0,159805.0,6.77,39980.0,3.24
217,2021,3,Capital Federal,142902.0,42966.0,148989.0,4.09,41318.0,3.84
193,2021,4,Capital Federal,111360.0,60005.0,142902.0,22.07,42966.0,28.4
169,2022,1,Capital Federal,102290.0,62308.0,111360.0,8.14,60005.0,3.7
145,2022,2,Capital Federal,145491.0,121506.0,102290.0,-42.23,62308.0,48.72
121,2022,3,Capital Federal,140791.0,129218.0,145491.0,3.23,121506.0,5.97
97,2022,4,Capital Federal,138753.0,138548.0,140791.0,1.45,129218.0,6.73
73,2023,1,Capital Federal,132149.0,156222.0,138753.0,4.76,138548.0,11.31
49,2023,2,Capital Federal,68348.0,136295.0,132149.0,48.28,156222.0,-14.62
25,2023,3,Capital Federal,60765.0,167428.0,68348.0,11.09,136295.0,18.59
1,2023,4,Capital Federal,58700.0,182520.0,60765.0,3.4,167428.0,8.27
938,2014,1,Catamarca,24126.0,17.0,,,,
914,2014,2,Catamarca,24380.0,17.0,24126.0,-1.05,17.0,0.0
890,2014,3,Catamarca,24380.0,15.0,24380.0,0.0,17.0,-13.33
866,2014,4,Catamarca,25192.0,16.0,24380.0,-3.33,15.0,6.25
842,2015,1,Catamarca,25033.0,16.0,25192.0,0.63,16.0,0.0
818,2015,2,Catamarca,25387.0,15.0,25033.0,-1.41,16.0,-6.67
794,2015,3,Catamarca,25801.0,15.0,25387.0,-1.63,15.0,0.0
770,2015,4,Catamarca,26180.0,15.0,25801.0,-1.47,15.0,0.0
746,2016,1,Catamarca,26096.0,15.0,26180.0,0.32,15.0,0.0
722,2016,2,Catamarca,26262.0,14.0,26096.0,-0.64,15.0,-7.14
698,2016,3,Catamarca,26689.0,14.0,26262.0,-1.63,14.0,0.0
674,2016,4,Catamarca,26735.0,14.0,26689.0,-0.17,14.0,0.0
650,2017,1,Catamarca,26020.0,14.0,26735.0,2.67,14.0,0.0
626,2017,2,Catamarca,26401.0,14.0,26020.0,-1.46,14.0,0.0
602,2017,3,Catamarca,26873.0,12.0,26401.0,-1.79,14.0,-16.67
578,2017,4,Catamarca,27083.0,11.0,26873.0,-0.78,12.0,-9.09
554,2018,1,Catamarca,27300.0,15.0,27083.0,-0.8,11.0,26.67
530,2018,2,Catamarca,27444.0,15.0,27300.0,-0.53,15.0,0.0
506,2018,3,Catamarca,27553.0,15.0,27444.0,-0.4,15.0,0.0
482,2018,4,Catamarca,26912.0,16.0,27553.0,2.33,15.0,6.25
458,2019,1,Catamarca,26912.0,16.0,26912.0,0.0,16.0,0.0
434,2019,2,Catamarca,25682.0,13.0,26912.0,4.57,16.0,-23.08
410,2019,3,Catamarca,24349.0,13.0,25682.0,5.19,13.0,0.0
386,2019,4,Catamarca,22999.0,9506.0,24349.0,5.54,13.0,99.86
362,2020,1,Catamarca,21945.0,12056.0,22999.0,4.58,9506.0,21.15
338,2020,2,Catamarca,26968.0,14878.0,21945.0,-22.89,12056.0,18.97
314,2020,3,Catamarca,26868.0,16857.0,26968.0,0.37,14878.0,11.74
290,2020,4,Catamarca,26870.0,17856.0,26868.0,-0.01,16857.0,5.59
266,2021,1,Catamarca,26316.0,18688.0,26870.0,2.06,17856.0,4.45
242,2021,2,Catamarca,20305.0,22331.0,26316.0,22.84,18688.0,16.31
218,2021,3,Catamarca,18413.0,22331.0,20305.0,9.32,22331.0,0.0
194,2021,4,Catamarca,16385.0,25100.0,18413.0,11.01,22331.0,11.03
170,2022,1,Catamarca,14181.0,29118.0,16385.0,13.45,25100.0,13.8
146,2022,2,Catamarca,11928.0,42087.0,14181.0,15.89,29118.0,30.81
122,2022,3,Catamarca,10010.0,46224.0,11928.0,16.08,42087.0,8.95
98,2022,4,Catamarca,8952.0,47337.0,10010.0,10.57,46224.0,2.35
74,2023,1,Catamarca,6980.0,50230.0,8952.0,22.03,47337.0,5.76
50,2023,2,Catamarca,7637.0,53177.0,6980.0,-9.41,50230.0,5.54
26,2023,3,Catamarca,7164.0,54650.0,7637.0,6.19,53177.0,2.7
2,2023,4,Catamarca,6669.0,55437.0,7164.0,6.91,54650.0,1.42
939,2014,1,Chaco,52971.0,30.0,,,,
915,2014,2,Chaco,53321.0,30.0,52971.0,-0.66,30.0,0.0
891,2014,3,Chaco,53321.0,29.0,53321.0,0.0,30.0,-3.45
867,2014,4,Chaco,55024.0,31.0,53321.0,-3.19,29.0,6.45
843,2015,1,Chaco,54952.0,164.0,55024.0,0.13,31.0,81.1
819,2015,2,Chaco,55767.0,179.0,54952.0,-1.48,164.0,8.38
795,2015,3,Chaco,56282.0,186.0,55767.0,-0.92,179.0,3.76
771,2015,4,Chaco,56818.0,186.0,56282.0,-0.95,186.0,0.0
747,2016,1,Chaco,56353.0,211.0,56818.0,0.82,186.0,11.85
723,2016,2,Chaco,56112.0,221.0,56353.0,0.43,211.0,4.52
699,2016,3,Chaco,56251.0,232.0,56112.0,-0.25,221.0,4.74
675,2016,4,Chaco,54974.0,248.0,56251.0,2.27,232.0,6.45
651,2017,1,Chaco,54430.0,252.0,54974.0,0.99,248.0,1.59
627,2017,2,Chaco,54449.0,458.0,54430.0,-0.03,252.0,44.98
603,2017,3,Chaco,54888.0,456.0,54449.0,-0.81,458.0,-0.44
579,2017,4,Chaco,55035.0,389.0,54888.0,-0.27,456.0,-17.22
555,2018,1,Chaco,54879.0,383.0,55035.0,0.28,389.0,-1.57
531,2018,2,Chaco,54134.0,562.0,54879.0,1.36,383.0,31.85
507,2018,3,Chaco,53927.0,1990.0,54134.0,0.38,562.0,71.76
483,2018,4,Chaco,53409.0,1940.0,53927.0,0.96,1990.0,-2.58
459,2019,1,Chaco,53409.0,1951.0,53409.0,0.0,1940.0,0.56
435,2019,2,Chaco,50765.0,4203.0,53409.0,4.95,1951.0,53.58
411,2019,3,Chaco,50416.0,8063.0,50765.0,0.69,4203.0,47.87
387,2019,4,Chaco,48661.0,8831.0,50416.0,3.48,8063.0,8.7
363,2020,1,Chaco,46356.0,11958.0,48661.0,4.74,8831.0,26.15
339,2020,2,Chaco,46816.0,17266.0,46356.0,-0.99,11958.0,30.74
315,2020,3,Chaco,45745.0,20675.0,46816.0,2.29,17266.0,16.49
291,2020,4,Chaco,44332.0,23687.0,45745.0,3.09,20675.0,12.72
267,2021,1,Chaco,43214.0,25426.0,44332.0,2.52,23687.0,6.84
243,2021,2,Chaco,39826.0,27584.0,43214.0,7.84,25426.0,7.82
219,2021,3,Chaco,38258.0,27583.0,39826.0,3.94,27584.0,-0.0
195,2021,4,Chaco,35548.0,34688.0,38258.0,7.08,27583.0,20.48
171,2022,1,Chaco,32391.0,36662.0,35548.0,8.88,34688.0,5.38
147,2022,2,Chaco,29552.0,42194.0,32391.0,8.76,36662.0,13.11
123,2022,3,Chaco,27164.0,44645.0,29552.0,8.08,42194.0,5.49
99,2022,4,Chaco,24582.0,47285.0,27164.0,9.51,44645.0,5.58
75,2023,1,Chaco,21243.0,49756.0,24582.0,13.58,47285.0,4.97
51,2023,2,Chaco,19115.0,51955.0,21243.0,10.02,49756.0,4.23
27,2023,3,Chaco,16420.0,54993.0,19115.0,14.1,51955.0,5.52
3,2023,4,Chaco,14000.0,62301.0,16420.0,14.74,54993.0,11.73
940,2014,1,Chubut,51066.0,866.0,,,,
916,2014,2,Chubut,51070.0,866.0,51066.0,-0.01,866.0,0.0
892,2014,3,Chubut,49219.0,882.0,51070.0,3.62,866.0,1.81
868,2014,4,Chubut,48539.0,891.0,49219.0,1.38,882.0,1.01
844,2015,1,Chubut,45645.0,906.0,48539.0,5.96,891.0,1.66
820,2015,2,Chubut,43949.0,916.0,45645.0,3.72,906.0,1.09
796,2015,3,Chubut,43964.0,916.0,43949.0,-0.03,916.0,0.0
772,2015,4,Chubut,43968.0,916.0,43964.0,-0.01,916.0,0.0
748,2016,1,Chubut,43967.0,916.0,43968.0,0.0,916.0,0.0
724,2016,2,Chubut,43977.0,916.0,43967.0,-0.02,916.0,0.0
700,2016,3,Chubut,43987.0,916.0,43977.0,-0.02,916.0,0.0
676,2016,4,Chubut,43994.0,916.0,43987.0,-0.02,916.0,0.0
652,2017,1,Chubut,43994.0,916.0,43994.0,0.0,916.0,0.0
628,2017,2,Chubut,43994.0,916.0,43994.0,0.0,916.0,0.0
604,2017,3,Chubut,56359.0,1217.0,43994.0,-28.11,916.0,24.73
580,2017,4,Chubut,56378.0,1187.0,56359.0,-0.03,1217.0,-2.53
556,2018,1,Chubut,56375.0,1194.0,56378.0,0.01,1187.0,0.59
532,2018,2,Chubut,58935.0,1239.0,56375.0,-4.54,1194.0,3.63
508,2018,3,Chubut,58887.0,1239.0,58935.0,0.08,1239.0,0.0
484,2018,4,Chubut,37215.0,952.0,58887.0,36.8,1239.0,-30.15
460,2019,1,Chubut,37302.0,1923.0,37215.0,-0.23,952.0,50.49
436,2019,2,Chubut,37313.0,1917.0,37302.0,-0.03,1923.0,-0.31
412,2019,3,Chubut,37298.0,1917.0,37313.0,0.04,1917.0,0.0
388,2019,4,Chubut,47045.0,1324.0,37298.0,-26.13,1917.0,-44.79
364,2020,1,Chubut,45763.0,1324.0,47045.0,2.73,1324.0,0.0
340,2020,2,Chubut,45761.0,1324.0,45763.0,0.0,1324.0,0.0
316,2020,3,Chubut,45761.0,2897.0,45761.0,0.0,1324.0,54.3
292,2020,4,Chubut,45703.0,3040.0,45761.0,0.13,2897.0,4.7
268,2021,1,Chubut,45501.0,3444.0,45703.0,0.44,3040.0,11.73
244,2021,2,Chubut,49271.0,6081.0,45501.0,-8.29,3444.0,43.36
220,2021,3,Chubut,49269.0,8946.0,49271.0,0.0,6081.0,32.03
196,2021,4,Chubut,46361.0,9655.0,49269.0,5.9,8946.0,7.34
172,2022,1,Chubut,44133.0,9184.0,46361.0,4.81,9655.0,-5.13
148,2022,2,Chubut,45377.0,9574.0,44133.0,-2.82,9184.0,4.07
124,2022,3,Chubut,45377.0,9574.0,45377.0,0.0,9574.0,0.0
100,2022,4,Chubut,45450.0,9815.0,45377.0,-0.16,9574.0,2.46
76,2023,1,Chubut,45448.0,9815.0,45450.0,0.0,9815.0,0.0
52,2023,2,Chubut,33702.0,16111.0,45448.0,25.84,9815.0,39.08
28,2023,3,Chubut,26352.0,25827.0,33702.0,21.81,16111.0,37.62
4,2023,4,Chubut,26306.0,26174.0,26352.0,0.17,25827.0,1.33
942,2014,1,Corrientes,52565.0,31.0,,,,
918,2014,2,Corrientes,52883.0,31.0,52565.0,-0.6,31.0,0.0
894,2014,3,Corrientes,52957.0,31.0,52883.0,-0.14,31.0,0.0
870,2014,4,Corrientes,54754.0,40.0,52957.0,-3.39,31.0,22.5
846,2015,1,Corrientes,54649.0,129.0,54754.0,0.19,40.0,68.99
822,2015,2,Corrientes,55238.0,157.0,54649.0,-1.08,129.0,17.83
798,2015,3,Corrientes,55792.0,176.0,55238.0,-1.0,157.0,10.8
774,2015,4,Corrientes,55681.0,177.0,55792.0,0.2,176.0,0.56
750,2016,1,Corrientes,55454.0,192.0,55681.0,0.41,177.0,7.81
726,2016,2,Corrientes,55511.0,203.0,55454.0,-0.1,192.0,5.42
702,2016,3,Corrientes,55934.0,217.0,55511.0,-0.76,203.0,6.45
678,2016,4,Corrientes,54981.0,233.0,55934.0,1.7,217.0,6.87
654,2017,1,Corrientes,54993.0,236.0,54981.0,-0.02,233.0,1.27
630,2017,2,Corrientes,55262.0,258.0,54993.0,-0.49,236.0,8.53
606,2017,3,Corrientes,56247.0,947.0,55262.0,-1.78,258.0,72.76
582,2017,4,Corrientes,56786.0,894.0,56247.0,-0.96,947.0,-5.93
558,2018,1,Corrientes,56937.0,888.0,56786.0,-0.27,894.0,-0.68
534,2018,2,Corrientes,56541.0,201.0,56937.0,0.7,888.0,-341.79
510,2018,3,Corrientes,56444.0,212.0,56541.0,0.17,201.0,5.19
486,2018,4,Corrientes,55842.0,796.0,56444.0,1.07,212.0,73.37
462,2019,1,Corrientes,55842.0,1615.0,55842.0,0.0,796.0,50.71
438,2019,2,Corrientes,53835.0,1701.0,55842.0,3.59,1615.0,5.06
414,2019,3,Corrientes,53344.0,1888.0,53835.0,0.91,1701.0,9.9
390,2019,4,Corrientes,52525.0,2002.0,53344.0,1.54,1888.0,5.69
366,2020,1,Corrientes,51126.0,2172.0,52525.0,2.66,2002.0,7.83
342,2020,2,Corrientes,51248.0,3144.0,51126.0,-0.24,2172.0,30.92
318,2020,3,Corrientes,50858.0,2960.0,51248.0,0.76,3144.0,-6.22
294,2020,4,Corrientes,50102.0,3146.0,50858.0,1.49,2960.0,5.91
270,2021,1,Corrientes,49160.0,3337.0,50102.0,1.88,3146.0,5.72
246,2021,2,Corrientes,46648.0,3731.0,49160.0,5.11,3337.0,10.56
222,2021,3,Corrientes,44805.0,7542.0,46648.0,3.95,3731.0,50.53
198,2021,4,Corrientes,42523.0,10138.0,44805.0,5.09,7542.0,25.61
174,2022,1,Corrientes,40462.0,10875.0,42523.0,4.85,10138.0,6.78
150,2022,2,Corrientes,38468.0,18181.0,40462.0,4.93,10875.0,40.18
126,2022,3,Corrientes,36508.0,18619.0,38468.0,5.1,18181.0,2.35
102,2022,4,Corrientes,34038.0,26752.0,36508.0,6.77,18619.0,30.4
78,2023,1,Corrientes,29577.0,30016.0,34038.0,13.11,26752.0,10.87
54,2023,2,Corrientes,26821.0,32834.0,29577.0,9.32,30016.0,8.58
30,2023,3,Corrientes,24253.0,36032.0,26821.0,9.57,32834.0,8.88
6,2023,4,Corrientes,21769.0,35968.0,24253.0,10.24,36032.0,-0.18
941,2014,1,Córdoba,336841.0,347.0,,,,
917,2014,2,Córdoba,337825.0,351.0,336841.0,-0.29,347.0,1.14
893,2014,3,Córdoba,340212.0,444.0,337825.0,-0.71,351.0,20.95
869,2014,4,Córdoba,345157.0,419.0,340212.0,-1.45,444.0,-5.97
845,2015,1,Córdoba,343883.0,415.0,345157.0,0.37,419.0,-0.96
821,2015,2,Córdoba,348130.0,435.0,343883.0,-1.24,415.0,4.6
797,2015,3,Córdoba,351692.0,1450.0,348130.0,-1.02,435.0,70.0
773,2015,4,Córdoba,353530.0,480.0,351692.0,-0.52,1450.0,-202.08
749,2016,1,Córdoba,350884.0,674.0,353530.0,0.75,480.0,28.78
725,2016,2,Córdoba,348891.0,1709.0,350884.0,0.57,674.0,60.56
701,2016,3,Córdoba,348481.0,2540.0,348891.0,0.12,1709.0,32.72
677,2016,4,Córdoba,337368.0,3368.0,348481.0,3.19,2540.0,24.58
653,2017,1,Córdoba,335673.0,4871.0,337368.0,0.5,3368.0,30.86
629,2017,2,Córdoba,341748.0,4451.0,335673.0,-1.81,4871.0,-9.44
605,2017,3,Córdoba,344580.0,10579.0,341748.0,-0.83,4451.0,57.93
581,2017,4,Córdoba,349710.0,12778.0,344580.0,-1.49,10579.0,17.21
557,2018,1,Córdoba,349342.0,13178.0,349710.0,0.11,12778.0,3.04
533,2018,2,Córdoba,345141.0,13832.0,349342.0,1.2,13178.0,4.73
509,2018,3,Córdoba,337620.0,15785.0,345141.0,2.18,13832.0,12.37
485,2018,4,Córdoba,328854.0,17675.0,337620.0,2.6,15785.0,10.69
461,2019,1,Córdoba,323272.0,19902.0,328854.0,1.7,17675.0,11.19
437,2019,2,Córdoba,314768.0,23023.0,323272.0,2.63,19902.0,13.56
413,2019,3,Córdoba,307780.0,30064.0,314768.0,2.22,23023.0,23.42
389,2019,4,Córdoba,296872.0,53335.0,307780.0,3.54,30064.0,43.63
365,2020,1,Córdoba,286168.0,68512.0,296872.0,3.61,53335.0,22.15
341,2020,2,Córdoba,282858.0,85818.0,286168.0,1.16,68512.0,20.17
317,2020,3,Córdoba,276360.0,102217.0,282858.0,2.3,85818.0,16.04
293,2020,4,Córdoba,267396.0,125620.0,276360.0,3.24,102217.0,18.63
269,2021,1,Córdoba,260350.0,134634.0,267396.0,2.64,125620.0,6.7
245,2021,2,Córdoba,239780.0,151855.0,260350.0,7.9,134634.0,11.34
221,2021,3,Córdoba,229275.0,167495.0,239780.0,4.38,151855.0,9.34
197,2021,4,Córdoba,212011.0,217214.0,229275.0,7.53,167495.0,22.89
173,2022,1,Córdoba,195610.0,235838.0,212011.0,7.74,217214.0,7.9
149,2022,2,Córdoba,179181.0,308895.0,195610.0,8.4,235838.0,23.65
125,2022,3,Córdoba,163770.0,338570.0,179181.0,8.6,308895.0,8.76
101,2022,4,Córdoba,152265.0,367393.0,163770.0,7.03,338570.0,7.85
77,2023,1,Córdoba,136976.0,386297.0,152265.0,10.04,367393.0,4.89
53,2023,2,Córdoba,129303.0,411703.0,136976.0,5.6,386297.0,6.17
29,2023,3,Córdoba,125050.0,417338.0,129303.0,3.29,411703.0,1.35
5,2023,4,Córdoba,115662.0,440536.0,125050.0,7.51,417338.0,5.27
943,2014,1,Entre Ríos,107883.0,49.0,,,,
919,2014,2,Entre Ríos,108900.0,49.0,107883.0,-0.94,49.0,0.0
895,2014,3,Entre Ríos,108907.0,48.0,108900.0,-0.01,49.0,-2.08
871,2014,4,Entre Ríos,112291.0,57.0,108907.0,-3.11,48.0,15.79
847,2015,1,Entre Ríos,112363.0,108.0,112291.0,-0.06,57.0,47.22
823,2015,2,Entre Ríos,113378.0,119.0,112363.0,-0.9,108.0,9.24
799,2015,3,Entre Ríos,113909.0,122.0,113378.0,-0.47,119.0,2.46
775,2015,4,Entre Ríos,113983.0,122.0,113909.0,-0.06,122.0,0.0
751,2016,1,Entre Ríos,113101.0,146.0,113983.0,0.77,122.0,16.44
727,2016,2,Entre Ríos,112809.0,169.0,113101.0,0.26,146.0,13.61
703,2016,3,Entre Ríos,112588.0,206.0,112809.0,0.2,169.0,17.96
679,2016,4,Entre Ríos,109359.0,226.0,112588.0,2.87,206.0,8.85
655,2017,1,Entre Ríos,108509.0,230.0,109359.0,0.78,226.0,1.74
631,2017,2,Entre Ríos,108309.0,254.0,108509.0,0.18,230.0,9.45
607,2017,3,Entre Ríos,107774.0,1786.0,108309.0,0.49,254.0,85.78
583,2017,4,Entre Ríos,107764.0,1894.0,107774.0,0.01,1786.0,5.7
559,2018,1,Entre Ríos,106998.0,3789.0,107764.0,0.71,1894.0,50.01
535,2018,2,Entre Ríos,104811.0,2405.0,106998.0,2.04,3789.0,-57.55
511,2018,3,Entre Ríos,103318.0,2403.0,104811.0,1.42,2405.0,-0.08
487,2018,4,Entre Ríos,101168.0,4853.0,103318.0,2.08,2403.0,50.48
463,2019,1,Entre Ríos,100999.0,12723.0,101168.0,0.17,4853.0,61.86
439,2019,2,Entre Ríos,97081.0,12764.0,100999.0,3.88,12723.0,0.32
415,2019,3,Entre Ríos,94947.0,12888.0,97081.0,2.2,12764.0,0.96
391,2019,4,Entre Ríos,92981.0,12875.0,94947.0,2.07,12888.0,-0.1
367,2020,1,Entre Ríos,90368.0,13245.0,92981.0,2.81,12875.0,2.79
343,2020,2,Entre Ríos,89391.0,13954.0,90368.0,1.08,13245.0,5.08
319,2020,3,Entre Ríos,87892.0,13954.0,89391.0,1.68,13954.0,0.0
295,2020,4,Entre Ríos,85683.0,15653.0,87892.0,2.51,13954.0,10.85
